region,disasterNumber,sandyDisaster,disasterType,incidentType,declarationDate,stateAbbreviation,state,county,applicantName,pnpStatus,damageCategoryCode,federalShareObligated,dateObligated,pwNumber,projectTitle,versionNumber,id
4,4677,0,DR,Hurricane,2022-11-21T00:00:00.000Z,SC,South Carolina,Georgetown,GEORGETOWN,0,B - Protective Measures,12367.58,2023-11-09T13:33:32.000Z,183,701963 - APP CERT--City of Georgetown EMP for Hurricane Ian,0,97470bc7-9a9a-4253-a63c-572e88773fa8
8,4717,0,DR,Flood,2023-07-05T00:00:00.000Z,ND,North Dakota,Statewide,STEELE COUNTY WATER RESOURCE DISTRICT,0,B - Protective Measures,10959.38,2023-11-08T20:58:36.000Z,22,730965 - Steele County Water Resource District,0,094557e7-4452-4120-8972-d796be8d7624
8,4509,0,DR,Biological,2020-04-01T00:00:00.000Z,ND,North Dakota,Statewide,ND VETERANS HOME,0,B - Protective Measures,17857.08,2023-11-08T21:58:46.000Z,219,734648 - Covid-19 2023,0,ef66593b-86af-4f9d-80fb-a2ef0c86f6e5
8,4718,0,DR,Flood,2023-07-06T00:00:00.000Z,SD,South Dakota,Day,WAUBAY (TOWNSHIP OF),0,C - Roads and Bridges,27582.10,2023-11-08T18:00:40.000Z,70,729803 - Waubay Township Gravel Roads,0,1fa7f9c4-4aff-4aa7-a715-4336f6955578
8,4718,0,DR,Flood,2023-07-06T00:00:00.000Z,SD,South Dakota,Grant,MELROSE (TOWNSHIP OF),0,C - Roads and Bridges,20184.42,2023-11-08T17:54:38.000Z,61,730055 - Melrose Township Road Damage,0,dab18f97-c07d-45ea-9011-06ac8d8545f7
8,4718,0,DR,Flood,2023-07-06T00:00:00.000Z,SD,South Dakota,Grant,VERNON (TOWNSHIP OF),0,C - Roads and Bridges,20320.26,2023-11-08T17:53:20.000Z,52,730212 - Township-wide Gravel Roads and Culverts,0,b833e01d-0545-406a-bf1b-303f5e2ee716
8,4440,0,DR,Flood,2019-06-07T00:00:00.000Z,SD,South Dakota,Lincoln,DAYTON (TOWNSHIP OF),0,C - Roads and Bridges,11794.16,2023-11-08T21:23:14.000Z,1222,117749 - Road and Culvert Damages - Dayton Township,1,f8584409-8aac-4660-9177-e39c36a6cb15
8,4717,0,DR,Flood,2023-07-05T00:00:00.000Z,ND,North Dakota,Ransom,RANSOM (COUNTY),0,C - Roads and Bridges,6997.70,2023-11-08T20:57:18.000Z,17,732965 - Ransom County-Township Sites II-Work Completed-Tuller and Casey Township,0,e6529141-dec3-4dad-986e-f3c170916914
8,4717,0,DR,Flood,2023-07-05T00:00:00.000Z,ND,North Dakota,Ransom,RANSOM (COUNTY),0,C - Roads and Bridges,8545.23,2023-11-08T21:49:29.000Z,14,732033 - Ransom County-Island Park and Alleghany Townships-Multiple Sites-Work Completed,0,19e88b28-8ed5-4ef3-bbe2-cbe1dcc39dc8
8,4717,0,DR,Flood,2023-07-05T00:00:00.000Z,ND,North Dakota,Ransom,RANSOM (COUNTY),0,C - Roads and Bridges,6908.40,2023-11-08T22:38:36.000Z,10,731731 - Ransom County-Township Sites I-Work Completed,0,40e219a1-cc22-404e-b7b2-aaa581d9a6ee
8,4717,0,DR,Flood,2023-07-05T00:00:00.000Z,ND,North Dakota,Richland,RICHLAND (COUNTY),0,B - Protective Measures,12290.18,2023-11-08T21:52:29.000Z,12,728729 - Richland County-Emergency Protective Measures,0,5cc18a40-54b5-4137-882b-51441c6cd79d
7,4420,0,DR,Flood,2019-03-21T00:00:00.000Z,NE,Nebraska,Statewide,MIDDLE LOUP PUBLIC POWER & IRRIGATION DIST.,0,G - Recreational or Other,2308597.20,2023-11-06T19:56:19.000Z,2268,692757 - 428 Excess Funds Project,0,8d9ee220-bd81-4e88-9045-7e10221401f7
2,4085,1,DR,Hurricane,2012-10-30T00:00:00.000Z,NY,New York,New York,NEW YORK,0,C - Roads and Bridges,-155782.23,2023-11-08T18:26:25.000Z,2233,NYC5119- TRAFFIC SIGNS,1,df6fa60b-7c48-477c-bb12-90d87a26e111
2,4086,1,DR,Hurricane,2012-10-30T00:00:00.000Z,NJ,New Jersey,Statewide,PASSAIC VALLEY SEWERAGE COMMISSION,0,E - Public Buildings,-197244.88,2023-11-06T12:51:24.000Z,4828,UHBAJ24 Industrial Pollution Control (LAB),2,6a50eeb2-c000-4461-b303-ed6925a3e671
2,4086,1,DR,Hurricane,2012-10-30T00:00:00.000Z,NJ,New Jersey,Statewide,NEW JERSEY DEPT. OF HUMAN SERVICES,0,A - Debris Removal,-209.48,2023-11-06T12:51:24.000Z,3843,U4BK214 Debris removal,1,8c89d094-c529-48f9-a226-5957791814f9
2,4085,1,DR,Hurricane,2012-10-30T00:00:00.000Z,NY,New York,New York,NEW YORK,0,E - Public Buildings,-0.01,2023-11-08T18:26:25.000Z,4651,NYC4518 - 60th Precinct Building Repair (NYPD),2,9c8f5001-3e04-45ed-8f6a-b6eafaf1ad60
2,4086,1,DR,Hurricane,2012-10-30T00:00:00.000Z,NJ,New Jersey,Atlantic,ATLANTIC CITY BOARD OF EDUCATION,0,E - Public Buildings,-28267.21,2023-11-06T12:51:24.000Z,3408,"U0Z3104 Buildings not historic, no mitigation, vehicle",2,d77545c8-8509-4023-bada-85edbb3f34e1
6,1791,0,DR,Hurricane,2008-09-13T00:00:00.000Z,TX,Texas,Jefferson,BEAUMONT ISD SCHOOL,0,E - Public Buildings,2268.45,2023-11-08T22:04:23.000Z,11111,JWW-E02 BISD Agriculture Barn Bldg. #728,8,37c4b479-5810-4663-bb33-66a253193c6a
2,4085,1,DR,Hurricane,2012-10-30T00:00:00.000Z,NY,New York,New York,"MANHATTAN YOUTH RECREATION AND RESOURCES, INC",1,B - Protective Measures,32617.40,2023-11-06T21:13:01.000Z,886,UPDZ502 Mold Remediation,2,423ac957-c7c9-4429-8f9a-1a444c04634b
6,4698,0,DR,Severe Storm,2023-04-02T00:00:00.000Z,AR,Arkansas,Cross,MC ELROY METHODIST CHURCH,1,E - Public Buildings,5434.50,2023-11-08T18:51:55.000Z,102,728068 - Mcelroy United Church Damages,0,5c5f5732-c6d5-4c39-a6dc-5fcd319b1732
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Fresno,DEL REY COMMUNITY SERVICES DISTRICT,0,A - Debris Removal,6671.60,2023-11-08T01:41:58.000Z,302,718935 -  DRCSD - CAT A - DEBRIS REMOVAL,0,8ca2587b-7fc7-4acd-9e2b-24379c74419c
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Fresno,FRESNO,0,A - Debris Removal,67185.00,2023-11-08T01:47:58.000Z,557,715586 - DEBRIS REMOVAL 2301 MULTIPLE LOCATIONS,0,a7a37b9a-72d8-41af-accb-a5c12f77c82b
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Fresno,FRESNO IRRIGATION DISTRICT,0,B - Protective Measures,17506.59,2023-11-11T00:05:53.000Z,2359,"685985 - PPE, COVID TESTING, CLEANING, PLEXIGLASS INSTALLATION, POP 3/1/2020 TO 7/1/2022",0,c5220b14-daf7-4ecb-9476-ecf77eef4979
9,4699,0,DR,Severe Storm,2023-04-03T00:00:00.000Z,CA,California,Fresno,REEDLEY,0,C - Roads and Bridges,11160.00,2023-11-09T02:09:07.000Z,86,725711 - Cricket Hollow Parking Lot and Manhole Project,0,c20aa76c-4f26-46ea-903d-1130c642b922
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Fresno,KERMAN,0,B - Protective Measures,14742.26,2023-11-11T00:07:37.000Z,2617,"683204 - COVID-19 Temperature Scanning and Disinfecting, POP 9/27/2022 to 12/31/2022",0,c2331e43-d38d-47e5-92d2-c4cac095750c
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Fresno,SAINT AGNES MEDICAL CENTER,1,B - Protective Measures,19921.81,2023-11-11T00:05:15.000Z,2446,"701349 - COVID Vaccination, Screening, Testing Staff",0,4a386253-edc5-44ae-a0c0-e05690ca4e70
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Bernardino,"PRIME HEALTHCARE FOUNDATION, INC (CALIFORNIA)",1,B - Protective Measures,43230.41,2023-11-08T18:18:52.000Z,2483,692436 - La Palma_materials_rental and labor overtime for Jan22 to June22,0,cf326334-b5d1-4f0c-93c1-4843ecaa53ee
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Bernardino,"PRIME HEALTHCARE FOUNDATION, INC (CALIFORNIA)",1,B - Protective Measures,825597.44,2023-11-08T18:19:21.000Z,2729,690917 - La Palma Hospital_therapeutics expenses from Mar20 to Dec21,0,01f78063-2464-4f74-ae8b-477469f5735d
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Bernardino,"PRIME HEALTHCARE FOUNDATION, INC (CALIFORNIA)",1,B - Protective Measures,301276.02,2023-11-08T18:17:32.000Z,1301,164624 - 756 LPIH March through October,0,7a4ce7ff-6176-457c-a6f2-69c76becc18a
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Bernardino,"PRIME HEALTHCARE FOUNDATION, INC (CALIFORNIA)",1,B - Protective Measures,619642.04,2023-11-08T18:18:04.000Z,2436,690919 -  Montclair Hospital_thereaupatics expenses fro,0,29732280-d370-4157-b223-ada61c34f14b
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Bernardino,"PRIME HEALTHCARE FOUNDATION, INC (CALIFORNIA)",1,B - Protective Measures,686990.00,2023-11-08T18:18:30.000Z,2475,684524 - Montclair Hospital_Budgeted labor_Mar20 to Dec21,0,6bbedd5b-0d0c-464d-a695-2123e39dca52
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Bernardino,"PRIME HEALTHCARE FOUNDATION, INC (CALIFORNIA)",1,B - Protective Measures,582304.11,2023-11-08T18:19:43.000Z,2810,684523 - Montclair_FEMA_Contracts_Mar20 to Dec21,0,ce97e677-a958-47fd-900f-6c239ef27a6d
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Bernardino,"PRIME HEALTHCARE FOUNDATION, INC (CALIFORNIA)",1,B - Protective Measures,233543.23,2023-11-08T18:22:51.000Z,2828,691917 - Montclair_materials_rental &contract expenses for Jan22 to June 22,0,e970c55a-e865-4365-b0d2-c73f59a614f6
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Bernardino,REAL JOURNEY ACADEMIES INC,0,B - Protective Measures,61751.25,2023-11-09T06:39:46.000Z,1029,182998 - Sanitization 01.20.2020 - 9.14.2020,0,61d07c61-5067-4004-aecd-f89ea81c79e6
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Lee,SANIBEL,0,B - Protective Measures,1533443.10,2023-11-06T15:39:10.000Z,364,704467 - Sanibel Island Beach Emergency Berm,1,7cfae58d-0075-4ac6-8a3e-43866c4e5506
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Lee,LEE COUNTY SCHOOL DISTRICT,0,B - Protective Measures,900540.50,2023-11-06T15:48:13.000Z,1350,733612 - EPM - Push to Right-of-Way,0,25f0fd92-83f5-43af-b1ee-ae8321f72939
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Lee,SHELL POINT RETIREMENT COMMUNITY,1,B - Protective Measures,103421.33,2023-11-06T15:48:13.000Z,1420,709999 - Emergency Protective Measures - All Facilities - Preparations,0,c3438ad5-27ff-4f13-a502-6377c0ff5f7b
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Lee,ISLAND WATER ASSN INC,1,E - Public Buildings,13211.53,2023-11-06T16:25:47.000Z,1264,703118 - The Island Water Assoc Inc_ South Seas Booster Station,0,5c7f7e76-23ee-43a4-8520-85488d885edb
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Lee,LEE COUNTY SCHOOL DISTRICT,0,A - Debris Removal,94981.48,2023-11-06T16:35:26.000Z,225,693978 - Debris Removal (9/23/22 to 12/7/22),1,c20e6d3b-0435-4761-a2b9-0d3ddfb91478
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Lee,FORT MYERS BEACH,0,G - Recreational or Other,241818.45,2023-11-06T16:35:45.000Z,643,705212 - Fort Myers Beach Beach Renourishment,1,e4631fb0-75de-4e02-a9dc-9dc23d438a52
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Lee,FORT MYERS BEACH,0,B - Protective Measures,1172763.00,2023-11-08T15:10:58.000Z,62,693579 - Fort Myers Beach - Emergency Berm,2,8c3e0981-bd6b-4088-8259-d7f5a71a8001
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Lee,CAPE CORAL,0,E - Public Buildings,51811.20,2023-11-09T18:24:28.000Z,1337,710522 - Citywide Vehicles (9),0,3538366d-1fba-42d6-826c-1b504303d11e
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Lee,LEE COUNTY MOSQUITO CONTROL,0,G - Recreational or Other,10073.57,2023-11-09T18:38:20.000Z,1253,692409 - Harbor Drive Heliport Facilities,0,f0831734-1302-45d4-8c26-9e7ff572c075
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Lee,SANIBEL,0,D - Water Control Facilities,43868.67,2023-11-09T18:17:36.000Z,1366,715151 - Sanibel Island Weirs-Tarpon Bay and Beach Road,0,29e38a1c-186f-4765-be88-a62637eac54a
9,4715,0,DR,Hurricane,2023-05-25T00:00:00.000Z,GU,Guam,Statewide,GUAM OFFICE OF VETERANS AFFAIRS,0,B - Protective Measures,9154.96,2023-11-08T05:10:11.000Z,31,730017 - OTECH Emergency Protective Measures,0,fe9da200-7841-444f-ba81-4ea56d24221a
9,4715,0,DR,Hurricane,2023-05-25T00:00:00.000Z,GU,Guam,Statewide,DEPARTMENT OF HOUSING & URBAN DEVELOPMENT,0,E - Public Buildings,45850.23,2023-11-08T05:03:27.000Z,20,728983 - GHURA Office Damages Bldg./Office Equipment,0,7a96e4b2-9f6b-4fd5-91c3-92744c78c2c3
9,4715,0,DR,Hurricane,2023-05-25T00:00:00.000Z,GU,Guam,Statewide,MAYORS' COUNCIL OF GUAM,0,B - Protective Measures,9407.70,2023-11-08T05:04:01.000Z,21,728986 - Emergency Protective Measures,0,cd4cf16c-ad21-4d77-9442-97b283c39860
9,4715,0,DR,Hurricane,2023-05-25T00:00:00.000Z,GU,Guam,Statewide,MAYORS' COUNCIL OF GUAM,0,B - Protective Measures,105235.97,2023-11-08T05:04:35.000Z,24,728988 - Inalåhan - Emergency Protective Measures,0,6f1b1635-7f38-42cc-90f4-74d3eaf2587f
9,4715,0,DR,Hurricane,2023-05-25T00:00:00.000Z,GU,Guam,Statewide,MAYORS' COUNCIL OF GUAM,0,G - Recreational or Other,10287.70,2023-11-08T05:05:40.000Z,29,728681 - Solar Lights on Signs,0,520fbeac-1bf8-4538-9047-1b7d1ab35cad
9,4715,0,DR,Hurricane,2023-05-25T00:00:00.000Z,GU,Guam,Statewide,MAYORS' COUNCIL OF GUAM,0,E - Public Buildings,12970.51,2023-11-08T05:07:29.000Z,30,730474 - Mayors' Council/Village of Inarajan - Mayor's Office/Community Center,0,3aadd76b-2739-4548-8de4-5c28a5a61dd7
9,4715,0,DR,Hurricane,2023-05-25T00:00:00.000Z,GU,Guam,Guam,ST. JOHN'S SCHOOL,1,A - Debris Removal,12376.08,2023-11-08T05:08:31.000Z,26,729351 - St. Johns' School- Debris Wide,0,883013bb-3390-43d5-8b7c-3b30dcd1f596
1,4696,0,DR,Severe Storm,2023-03-22T00:00:00.000Z,ME,Maine,Waldo,THORNDIKE (TOWN OF),0,C - Roads and Bridges,20756.53,2023-11-08T19:46:39.000Z,84,728168 - 2 culverts,0,772fdd74-a1a1-4175-81eb-d079ff5d29c6
1,4696,0,DR,Severe Storm,2023-03-22T00:00:00.000Z,ME,Maine,Waldo,KNOX (TOWN OF),0,C - Roads and Bridges,9660.00,2023-11-08T19:47:05.000Z,80,724437 - Dutton Pond Road and Two Associated Culverts Washout Due to flooding. Incomplete Work.,0,7e8a5dcc-5cad-4bd1-b7c9-508ed421a01d
4,4528,0,DR,Biological,2020-04-05T00:00:00.000Z,MS,Mississippi,Jackson,MOSS POINT MUNICIPAL SCHL SUPT,0,B - Protective Measures,309106.65,2023-11-08T12:28:31.000Z,444,163583 - COVID-19,0,a021a719-610c-4963-8727-41375e40ac0c
4,4285,0,DR,Hurricane,2016-10-10T00:00:00.000Z,NC,North Carolina,Robeson,ROWLAND,0,A - Debris Removal,-46253.66,2023-11-06T12:58:42.000Z,862,5-A0113 Debris Removal - Expedit PW - Regular Time,3,7b83d9f3-c5f7-4e07-aac8-2acf287d619f
8,4717,0,DR,Flood,2023-07-05T00:00:00.000Z,ND,North Dakota,Dunn,DUNN (COUNTY),0,C - Roads and Bridges,131636.84,2023-11-08T22:39:48.000Z,7,729101 - DUNN County - Work Completed,0,799b16a3-0fd9-4a97-96ed-9358bc0ca51a
8,4717,0,DR,Flood,2023-07-05T00:00:00.000Z,ND,North Dakota,Mercer,MERCER (COUNTY),0,C - Roads and Bridges,21525.26,2023-11-08T20:58:05.000Z,16,729437 - Mercer County - County Sites - Gravel Wash - Work Completed - Multiple Sites,0,7a2bbcaa-87fd-42a5-84de-3b912ab298a0
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Rincon,RINCON (MUNICIPIO),0,C - Roads and Bridges,101556.44,2023-11-09T19:04:48.000Z,5084,95843 - A&E MRIN018 - PR-413 Tamboo,2,d2fc7ca1-12bf-4633-9133-433317bab6ed
2,4493,0,DR,Biological,2020-03-27T00:00:00.000Z,PR,Puerto Rico,Rincon,COSTA SALUD COMMUNITY HEALTH CENTER,1,B - Protective Measures,27350.00,2023-11-08T18:36:30.000Z,148,723276 - SARS COV-2 reactives,1,db3f7f83-a58d-46c1-b6c0-ef3f6b9aa159
8,4718,0,DR,Flood,2023-07-06T00:00:00.000Z,SD,South Dakota,Codington,LEOLA (TOWNSHIP OF),0,Z - State Management,793.19,2023-11-08T18:01:57.000Z,82,735938 - Management Costs,0,d26e1d4e-5708-4aee-ad82-b3df940f175e
8,4718,0,DR,Flood,2023-07-06T00:00:00.000Z,SD,South Dakota,Codington,PHIPPS (TOWNSHIP OF),0,C - Roads and Bridges,11301.76,2023-11-08T17:57:23.000Z,66,729440 - Phipps Township-Gravel Road and Culvert,0,b251c331-30d7-4b73-9bc3-c705d5c35a99
8,4718,0,DR,Flood,2023-07-06T00:00:00.000Z,SD,South Dakota,Codington,DEXTER (TOWNSHIP OF),0,C - Roads and Bridges,122478.90,2023-11-08T17:55:52.000Z,31,731075 - Culverts and Gravel Roads - Dexter Township,0,1e644a45-d305-45bc-b306-f3537b439435
8,4718,0,DR,Flood,2023-07-06T00:00:00.000Z,SD,South Dakota,Codington,WATERTOWN MUNICIPAL UTILTIES,0,F - Public Utilities,15600.78,2023-11-08T18:01:35.000Z,58,728970 - Watertown Municipal Utilities- Poles,0,f5baca11-a9f2-4087-9d7c-b9aa67cecb60
6,4611,0,DR,Hurricane,2021-08-29T00:00:00.000Z,LA,Louisiana,Tangipahoa,TANGIPAHOA (PARISH),0,Z - State Management,2766185.71,2023-11-06T15:11:24.000Z,2678,669918 - Tangipahoa Paris Management Costs,0,86c0e64e-4544-49f1-a3f7-85303870db01
4,4680,0,DR,Hurricane,2022-12-13T00:00:00.000Z,FL,Florida,St. Lucie,FORT PIERCE,0,A - Debris Removal,3712.50,2023-11-09T18:13:57.000Z,132,708616 - Cat A - Fisherman's Wharf Dock,0,a094d922-c509-4d0f-9050-91450d055052
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Sarasota,SARASOTA,0,A - Debris Removal,316922.55,2023-11-06T15:44:24.000Z,1212,691687 - Sarasota Citywide Applicant Led Debris Removal @ 100% Cost Share,0,9be15c53-ade7-43ed-9117-705a1a69ae37
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Sarasota,ENGLEWOOD WATER DISTRICT,0,B - Protective Measures,10300.00,2023-11-06T15:48:13.000Z,1036,706632 - APP CERT - Emergency Protective Measures,0,333bd80b-d413-4b07-9e73-6f4a5bc81b9d
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Sarasota,"SOUTH VENICE BAPTIST CHURCH, INC.",1,B - Protective Measures,206.80,2023-11-06T16:23:28.000Z,786,720007 - Donated Resources,0,c8f68069-6e1d-4ce1-bdfc-f8dfaef4e2a7
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Sarasota,"IMAGINE SCHOOL AT NORTH PORT, INC.",1,G - Recreational or Other,22552.07,2023-11-09T18:40:59.000Z,1439,714550 - APP CERT - Security Measures,0,e47e5af1-8801-46ae-8146-485d654aa046
6,4611,0,DR,Hurricane,2021-08-29T00:00:00.000Z,LA,Louisiana,Terrebonne,TERREBONNE PARISH SHERIFF OFC,0,E - Public Buildings,62178.80,2023-11-06T15:01:17.000Z,1086,546346 - Antenna Hawky Lane (Bourg),1,7d2125ab-d3c9-4d9b-b2e5-ef0465b42122
6,4611,0,DR,Hurricane,2021-08-29T00:00:00.000Z,LA,Louisiana,Terrebonne,TERREBONNE PARISH RECREATION DISTRICT #4,0,E - Public Buildings,10980.00,2023-11-06T15:05:00.000Z,2713,668192 - Boudreaux-Bourg Park Restroom & Grand Caillou Pool House,0,058d0946-cbc0-4b25-8067-0a3f2283c221
6,4611,0,DR,Hurricane,2021-08-29T00:00:00.000Z,LA,Louisiana,Terrebonne,TERREBONNE RECREATION DIST. #7,0,E - Public Buildings,10024.20,2023-11-06T15:05:43.000Z,2706,666385 - Smithridge Gym - Permanent Repairs,0,882138ea-16c6-4ccf-9ccd-672563db3d9f
6,4611,0,DR,Hurricane,2021-08-29T00:00:00.000Z,LA,Louisiana,Terrebonne,TERREBONNE LEVEE & CONSERVATION DISTRICT,0,D - Water Control Facilities,1819564.05,2023-11-06T15:09:41.000Z,1481,548854 - Humble Canal Floodgate Rehabilitation,0,f6a9c442-f18f-44d8-8aea-e2449f6730df
6,4611,0,DR,Hurricane,2021-08-29T00:00:00.000Z,LA,Louisiana,Terrebonne,TERREBONNE CHILDREN'S ADVOCACY CENTER (TCAC),1,B - Protective Measures,-42732.81,2023-11-06T19:03:17.000Z,1057,675443 - APP CERT - Kirschman Building EPM,1,0492e007-1941-4b4c-beb5-dead41be47b0
1,4372,0,DR,Severe Storm,2018-06-25T00:00:00.000Z,MA,Massachusetts,Plymouth,SCITUATE (TOWN OF),0,C - Roads and Bridges,-117306.03,2023-11-06T21:57:34.000Z,397,67458 - Incomplete and Completed Damaged Roads,3,053cee82-126a-4e3c-95e2-bd021996c24e
9,4724,0,DR,Fire,2023-08-10T00:00:00.000Z,HI,Hawaii,Statewide,HAWAII NATIONAL GUARD,0,B - Protective Measures,5945309.55,2023-11-08T21:00:32.000Z,3,733088 - Hawaii National Guard - EPM,0,e24f1681-083e-4c40-a4de-2963f034476f
9,4510,0,DR,Biological,2020-04-01T00:00:00.000Z,HI,Hawaii,Kauai,KAUAI MEDICAL GROUP,1,B - Protective Measures,32910.75,2023-11-11T00:09:45.000Z,91,699230 - KMC General March 2020 - June 2022,0,245688be-583a-4006-9af0-3f97690ee59c
7,4483,0,DR,Biological,2020-03-23T00:00:00.000Z,IA,Iowa,Statewide,"GUNDERSEN LUTHERAN HEALTH SYSTEMS, INC",1,B - Protective Measures,42946.92,2023-11-07T14:09:46.000Z,812,696308 - Gundersen Lutheran Health System (IA) - Supplies 2022,0,36468b0e-fbaa-42cb-b134-12f25af600d2
7,4483,0,DR,Biological,2020-03-23T00:00:00.000Z,IA,Iowa,Clinton,CLINTON (COUNTY),0,B - Protective Measures,172977.10,2023-11-07T14:09:09.000Z,935,714177 - Non-Congregate Sheltering Submission #13,0,652c39f1-9cba-41dc-9a61-784e27b4fa8c
7,4483,0,DR,Biological,2020-03-23T00:00:00.000Z,IA,Iowa,Johnson,JOHNSON COUNTY SEATS,0,Z - State Management,8761.60,2023-11-07T14:08:29.000Z,984,724335 - Management Costs,0,c5cc34ca-7600-47fe-9a1f-736b3808a407
7,4483,0,DR,Biological,2020-03-23T00:00:00.000Z,IA,Iowa,Johnson,UNIVERSITY OF IOWA,0,B - Protective Measures,10466.39,2023-11-07T17:54:45.000Z,64,147190 - University of Iowa Hospitals and Clinics,3,c60a5066-f5f0-43ba-8def-7aaf0fc0da48
10,4534,0,DR,Biological,2020-04-09T00:00:00.000Z,ID,Idaho,Ada,ST. LUKE'S REGIONAL MEDICAL CENTER,1,B - Protective Measures,2194098.39,2023-11-08T15:48:45.000Z,177,699229 - 41 - SLHS Issued Expenses to SL Reg Med Ctr (JAN-MARCH 2021) RR,0,24e7dc96-01b6-4b35-b605-20e02634c92e
5,4360,0,DR,Flood,2018-04-17T00:00:00.000Z,OH,Ohio,Belmont,BELMONT COUNTY ENGINEERING,0,C - Roads and Bridges,-23399.62,2023-11-08T21:40:28.000Z,273,0062083 - Mt. Olivett Road and Embankment Repairs,3,f94f07d4-efd5-4dbd-aac1-73c668b296ac
3,4506,0,DR,Biological,2020-03-30T00:00:00.000Z,PA,Pennsylvania,Allegheny,CARNEGIE MELLON UNIVERSITY,1,B - Protective Measures,-50637.67,2023-11-06T13:23:28.000Z,190,150728 - Coivd19 Application 001,5,c8aba4d0-6afb-4e61-b6ee-b5f6cfc894b8
3,4618,0,DR,Hurricane,2021-09-10T00:00:00.000Z,PA,Pennsylvania,Bucks,WARMINSTER TOWNSHIP MUNICIPAL AUTHORITY,0,B - Protective Measures,9536.27,2023-11-07T14:11:48.000Z,696,696241 - Kemper Storm Inlet Collapse-COMPLETED,0,22ac2128-7e80-4284-8afe-a0a9812609f6
1,4695,0,DR,Severe Storm,2023-03-20T00:00:00.000Z,VT,Vermont,Lamoille,CAMBRIDGE (TOWN OF),0,Z - State Management,1401.17,2023-11-08T19:45:15.000Z,28,723049 - Management Costs,0,26a78dbb-5f51-4d86-9630-3083d4421abf
1,4720,0,DR,Flood,2023-07-14T00:00:00.000Z,VT,Vermont,Washington,BARRE (TOWN OF),0,B - Protective Measures,9206.20,2023-11-08T19:46:10.000Z,13,729421 - Emergency Protective Measures,0,692ee23c-a557-4fd4-ab92-4dac90f5ef7a
4,4702,0,DR,Severe Storm,2023-04-10T00:00:00.000Z,KY,Kentucky,Christian,HOPKINSVILLE SOLID WASTE ENTERPRISE,0,Z - State Management,-6815.12,2023-11-06T13:07:27.000Z,85,733744 - Management cost,1,14166e08-a022-4c48-b77e-9ee00b417ed9
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Solano,RIO VISTA,0,A - Debris Removal,6509.18,2023-11-08T01:40:38.000Z,271,"723976 - Debris Removal Performed before February 25,2023.",0,4f9e1108-5659-4073-9b2e-fcbcb8372ee8
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Solano,NORTHBAY HEALTHCARE CORPORATION,1,B - Protective Measures,874064.51,2023-11-08T17:58:00.000Z,1809,184236 - NorthBay Covid-19 Emergency Protective Measures Sep-Dec 2020,1,ff953a34-cbe3-4c1b-9e24-eb15d06d7fd7
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Solano,VACAVILLE,0,B - Protective Measures,78064.67,2023-11-09T06:30:43.000Z,2484,701436 - Services and Contract Work October 2020 through June 2022,0,2e789344-2bd0-47b5-9119-41dbdc78375d
